lead_id,email,lead_created_at,lead_utm_campaign,lead_utm_source,lead_utm_medium,lead_utm_content,lead_utm_term,company_name,industry,country,lead_status
L10535,889575e3d61fbd15d451844b7c01139afdf9ed1d16058d6fb3a4c7b7b95bc32d,2024-09-17 05:00:00,Product Launch 2024;1004;Cold Traffic;2010,google,referral,content_3,keyword_16,Company N,Education,Netherlands,Nurture
L10536,42173713bcf0f9cec83982d9ba82c9f0c0dcd1e2f49622ecc25ad48cad4b1313,2024-09-09 11:00:00,Content Downloads,direct,referral,content_10,,Company C,Finance,Netherlands,Nurture
L10537,564a301b3d63ea03e25b9ae4375c0922b10f471fd18d714baa0051603ee33ec4,2024-09-12 13:00:00,Lead Generation | DE | Form,linkedin,,content_3,,Company Q,Education,Austria,New
L10538,0f1ad580c295fd77caa6cbeabc5e368145ccdf9e1629a2e97d3114e36ba2a037,2024-09-19 14:00:00,Google Search Prospecting,google,email,,,Company J,Healthcare,Germany,Nurture
L10539,311f527d6ea479e8b1b3b9dd3f80531d34dc479243bf9efd9cf9a9a45a52f47a,2024-09-05 01:00:00,Google Brand Campaign,direct,organic,,keyword_19,Company C,Healthcare,Germany,New
L10540,8d6b6a9460fa61e8b2aae7612cf697cab7df29380f8e0c04859295356f8d4f2c,2024-10-18 21:00:00,Retargeting Campaign,facebook,email,content_8,,Company O,Healthcare,Netherlands,Qualified
L10541,0f911a696317de112e88c81de5a5b8aa66261fdb75f2a2004b52f12624039a4a,2024-10-29 05:00:00,Brand Awareness Q4;1001;Interest Targeting;2001,organic,cpc,content_1,keyword_4,Company A,Manufacturing,Switzerland,Not Interested
L10542,3dfeccdbb3e92228305bc15378dff7a8ea7145c662067d7b53a5e2c3a98dfc2f,2024-10-15 12:00:00,,,referral,content_10,keyword_13,Company J,Software,France,Contacted
L10543,ee0fe2130da34408e7d39d846b411164bd43aaecf1ec83f3160962843bdc9a87,2024-09-01 06:00:00,Brand Awareness Q4;1001;Interest Targeting;2001,google,social,content_3,,Company N,Education,Austria,Contacted
L10544,de96f48faef018ed88bc2f357bd938393d168b5894728e8a2689445e5406ad96,2024-09-06 09:00:00,RETARGETING CAMPAIGN,facebook,social,,keyword_16,Company P,Software,Switzerland,Nurture
L10545,98fd2d2731cb734a162f48d4bd7f50ba47a47db4330bf694117554cba6988b3e,2024-09-16 06:00:00,24-10 | FR | Awareness | Video | BRD | 098765432109876543,facebook,referral,,,Company S,Healthcare,Austria,Qualified
L10546,d4fa8b68b9872a0e41b36fda934982a1a9bccb751439b30cfd355896aaa3abff,2024-09-03 15:00:00,Google Search Prospecting,facebook,referral,content_9,keyword_14,Company P,Software,Switzerland,Nurture
L10547,fd9b7f67238c1902d5f49e7fe139307e6839a72179a4bc746b79af1e5bbcb8f1,2024-10-12 11:00:00,Google Brand Campaign,linkedin,referral,content_4,,Company S,Education,Netherlands,Nurture
L10548,530ac044e25630ccd80a6b48646b54f0b6b8d08b1f65cc6680863dcaa2ac4fe3,2024-10-25 22:00:00,Retargeting Campaign,direct,,,,Company L,Finance,France,Nurture
L10549,4c4885a3849b66afa108f528fc88f8e16e16fd8bb230151cbc7926bbbc134b48,2024-09-14 09:00:00,Lead Generation | DE | Form,google,social,content_2,,Company P,Retail,France,Contacted
L10550,d9aeb02b28b6ce92684effa55bc65458f67f75ae064ce5e25cd7c4c73c04bf4c,2024-10-06 01:00:00,,linkedin,social,content_9,keyword_3,Company K,Finance,Germany,Nurture
L10551,bca5ad20f3904e87042c33863b56eb2254f57820bdd916f720b6c20da8c87a9a,2024-09-15 03:00:00,Google Search Prospecting,linkedin,cpc,,,Company E,Education,Austria,Nurture
L10552,828962eee067674997197a674ea59d2c70ef379836572c68914a44db3ae697cc,2024-10-13 03:00:00,Test Campaign;1002;,facebook,,,,Company D,Healthcare,Germany,Nurture
L10553,3710f5aa63e05dd254ef5e05b17bb473622e2984e2eb2fe7bef28cfcb3eb8c20,2024-09-07 05:00:00,Product Launch 2024,,email,,,Company P,Education,Germany,Contacted
L10554,1f94ab35c74a6441c63ecef2f0175d7c65a2256a4aca7aaeaf3fd125e7b8f976,2024-10-12 11:00:00,Retargeting Campaign,google,referral,,keyword_16,Company K,Retail,Austria,Contacted
L10555,528e874d9772887c80640c895c199829cdac7fd98156141e6b6feba88e51fbff,2024-09-06 08:00:00,Google Brand Campaign,google,organic,content_4,keyword_14,Company N,Finance,Switzerland,Nurture
L10556,fcf861871e90cfc170188ed637573e771c5ffe077d09a1588ad2fba8419c95fb,2024-10-21 21:00:00,Brand Awareness Q4,facebook,organic,,keyword_11,Company M,Manufacturing,Switzerland,New
L10557,d8a3ba70eedc5e7432a4d21d7554c8075672c20f1b746d205c00838780b83e51,2024-09-26 01:00:00,Retargeting Campaign,,organic,,keyword_18,Company J,Education,Netherlands,Qualified
L10558,1149d0eaee77bd121815b6ef8cb5ffc39a7103703143342a32c787667c5727f5,2024-09-01 08:00:00,,google,referral,content_9,,Company T,Education,Switzerland,Qualified
L10559,054fd9488d3493aeeb367ef07af8366031a3ff41809d9524dd85784bfaca9196,2024-10-27 20:00:00,Product Launch 2024,facebook,email,content_3,,Company R,Retail,France,New
L10560,d9418c9a61e1cc99600cd261985c0d3b7138a338d81c6e4fa44d6990bbbd889a,2024-10-03 17:00:00,Content Downloads,google,organic,content_4,,Company J,Education,Switzerland,Nurture
L10561,8acb0824ac320ea16f7b5e267ca5f7056ce6d4a7309e329339a591cf57c276ba,2024-09-08 23:00:00,Retargeting Campaign;1003;Retargeting;2007,organic,cpc,,,Company O,Retail,Austria,New
L10562,4b1a4156bfbf4212307939111c7bab7d90222b4ea70c69cd6b55d635004dcfff,2024-09-30 10:00:00,,organic,organic,,keyword_10,Company J,Education,Austria,Contacted
L10563,fa200f14d570438a7a2f509b7507b20f472c403e4b2a873e4e7082be3b48aefb,2024-10-16 12:00:00,Product Launch 2024,organic,email,content_3,,Company N,Software,Germany,New
L10564,f154bc0c5853ba7cd13717df70a49a43484bcc4d5fb6971a9074f018d1b3131c,2024-09-28 04:00:00,Google Search Prospecting,organic,organic,content_7,,Company S,Finance,Switzerland,Not Interested
L10565,5a23a03f0970197db02e226558b9306a9719fb89865b577aff6e3a71b93fda83,2024-10-15 15:00:00,Test Campaign;1002;,google,referral,,keyword_17,Company Q,Software,France,Not Interested
L10566,0f3ebeba8737895d50034d604291d8bf1687800be4052e23f89a82e77c1efacb,2024-10-01 01:00:00,;1003;Ad Group;2001,facebook,referral,content_6,,Company B,Healthcare,France,New
L10567,c7e1b4bba7c243f52ed02ac7ee40e8afa320e69510c27cb5882c6634d4689b14,2024-09-24 09:00:00,,direct,social,content_10,keyword_10,Company J,Manufacturing,France,Not Interested
L10568,b5404950dbbbb1ac43f8d8af9cac7a56bf66f49183f95550911402e598cc5693,2024-09-01 03:00:00,Lead Generation | DE | Form,direct,email,content_6,,Company P,Education,Austria,Contacted
L10569,b5f6745b742ddce7d43b5c7547118df6af35a233da8ae1066160cea02ca31d8e,2024-10-19 04:00:00,Google Search Prospecting,direct,email,content_10,,Company N,Finance,France,Not Interested
L10570,dc70d98f4f4355570e928b572b1c68434fedea0624f45cb8974693e86facf185,2024-09-22 17:00:00,Content Downloads;1006;Lookalike Audience;2016,linkedin,social,,,Company J,Healthcare,Germany,Nurture
L10571,2d5cb75d8a30447bb19f2022da5bb19812e9b28c1c86b953bb1aebe7febf18cb,2024-09-06 06:00:00,,facebook,,content_8,,Company A,Software,Austria,Contacted
L10572,2e1b68dd32067ee9f365f16849ebf8abadc4c3aa42dd992d7c81a79fa68c9157,2024-09-02 08:00:00,RETARGETING CAMPAIGN,organic,organic,content_7,,Company P,Software,Netherlands,Not Interested
L10573,b73c503f537e2007a95f95eb72954ae8389bfd9ebafa7f52408507578f5e7be6,2024-09-12 13:00:00,Demo Requests Campaign;1005;Interest Targeting;2013,linkedin,cpc,content_5,keyword_9,Company C,Manufacturing,Netherlands,Not Interested
L10574,9bba96f5a02b78f438c0a44a25069d5e3aca0f0673912a2168ce6ae466246e94,2024-10-14 05:00:00,Retargeting Campaign;1003;Retargeting;2007,facebook,cpc,content_7,,Company I,Finance,Germany,New
L10575,519a75d667eb75ee2585dc857d70461449721d0643b15a038048a7dcd71aa78d,2024-09-13 07:00:00,RETARGETING CAMPAIGN,organic,cpc,content_6,keyword_14,Company C,Finance,Germany,Not Interested
L10576,c96bb58ef5ba2948a9f2bbeb54683d230f2dca1c775040b4025178b58a25a4d4,2024-10-11 07:00:00,,organic,,content_4,,Company E,Retail,Austria,Not Interested
L10577,083a11a448e9b154c9685fb9deb7eb808b8ed1a36d14913cae321e2341aee28e,2024-09-29 02:00:00,,google,social,,,Company N,Healthcare,Switzerland,New
L10578,20cfc0c0d826f8c89de3221417d398ca758713367850dedabe684714e4c3cc70,2024-09-01 14:00:00,,google,referral,content_5,,Company M,Retail,France,Nurture
L10579,015e357ac1a55d6092d41335179f821d5db6b350bc9137cfea9e09ea1326ce94,2024-10-24 16:00:00,24-09 | DE | Leads | Form | ALC+ | 120220805451400171,organic,cpc,content_2,,Company R,Retail,Switzerland,Contacted
L10580,7f0a5c298177c03a0de48df87e1b5f53ec5a81f23dde343801591119bc68d26a,2024-10-10 16:00:00,,linkedin,referral,content_6,keyword_15,Company T,Retail,Germany,Contacted
L10581,83ee68f4a1d09577f63545f7478b393b2a0d2470b29a70b92a4c730ea3708470,2024-10-12 00:00:00,Brand Awareness Q4,,referral,content_8,,Company R,Software,Germany,Nurture
L10582,7c1623ea92d2754170b2fa2e30a5b5744c0c7fb29912f1e4a316bf8546d7007b,2024-09-02 21:00:00,Lead Generation | DE | Form,direct,email,content_1,keyword_12,Company G,Finance,Germany,Contacted
L10583,12aafb432802fd1f231f5f91ac77a1f4a0cad02a9b321acb91a255d1ada277b2,2024-10-18 00:00:00,Product  Launch  2024,organic,social,content_8,,Company B,Retail,Switzerland,Nurture
L10584,fdbfebe3aefce2f5e7cbb1c0c273057de84178df178e95b2565066cae6ba4542,2024-09-14 00:00:00,Content Downloads;1006;Lookalike Audience;2016,linkedin,referral,content_4,,Company S,Education,Austria,Nurture
L10585,6142fbd8e950fed157f3d82952aefd5396372ea317020b5c3180d22f4969713c,2024-09-12 02:00:00,Lead Generation | DE | Form,organic,organic,,keyword_1,Company R,Healthcare,Netherlands,Nurture
L10586,a09dfe4a3bd0bec04e6a4798c00d8f1a5b3f7509860ca529f6f509e2f1d83173,2024-10-27 14:00:00,Product Launch 2024;1004;Cold Traffic;2010,facebook,email,content_7,keyword_17,Company O,Finance,Netherlands,Nurture
L10587,75b7c633ab03fae754065b37be2f7affeaa566f157bf44ca2d97a78464d2f241,2024-10-19 01:00:00,,linkedin,,content_6,keyword_7,Company K,Software,Austria,New
L10588,9caae8a11bbbe14022a68fdbd658f61c7d43c49c043d33af26295da723ca526e,2024-10-18 07:00:00,,facebook,,content_6,keyword_4,Company A,Finance,Switzerland,New
L10589,7f86e3cbcca78b0e0ae84a24ffba447a9c94c8ffd071b2986d46d88d7ac45759,2024-10-08 20:00:00,,google,social,,,Company K,Healthcare,France,New
L10590,b2c100c2a682a92106351b32cf0ad9689904e2c4f98cb2397a517c3c97096d1f,2024-10-20 19:00:00,Lead Generation | DE | Form,organic,cpc,,keyword_3,Company E,Software,Switzerland,New
L10591,d3c3b32378076f792ba23c08b5f51d0c1ad30e27126e72c61354e815f98c8f9b,2024-09-20 19:00:00,Lead Generation | DE | Form,facebook,email,,keyword_20,Company N,Manufacturing,Austria,Nurture
L10592,83a90b2f9800432cc4fc177dd0698ec7f18f98bc6a600f5b2ea0266270b79d29,2024-09-01 14:00:00,Google Brand Campaign,organic,cpc,content_6,,Company D,Software,Germany,Nurture
L10593,09583148f0402dcda4c57423ae624014597e01a2161ec0dc3260d23c9c549ad2,2024-10-16 02:00:00,Product Launch 2024,,organic,content_7,keyword_20,Company O,Manufacturing,France,Contacted
L10594,7ab6816cd00441f36cb7a224b74b1937f76210dda0f45d03d4ab397c598a3be3,2024-10-22 01:00:00,Retargeting Campaign;1003;Retargeting;2007,organic,,,keyword_18,Company E,Manufacturing,Switzerland,Qualified
L10595,6be17f912954eb305c35b9cf5ed292ab5d83939eb57275631886bb9d925c9dfa,2024-10-09 10:00:00,24-09 | DE | Leads | Form | ALC+ | 120220805451400171,google,organic,,,Company B,Finance,Netherlands,Contacted
L10596,4d5d97ac999421efa0f72bca4b713f3f59cc9928c1bb78e96d79623f9143c221,2024-09-13 20:00:00,,linkedin,referral,content_8,,Company K,Healthcare,Austria,Qualified
L10597,5e406f8442a4dc93737839a44fa80682340f28dd3ecdc56603bb056e5f2be950,2024-10-10 09:00:00,Retargeting Campaign,facebook,cpc,content_4,keyword_7,Company H,Finance,Netherlands,Not Interested
L10598,e0d360f0b89cd4b2e6f32ef61965326f7d6bd4e4ff4eb2d23f4c9796e5358b6e,2024-09-14 12:00:00,Brand Awareness Q4;1001;Interest Targeting;2001,facebook,organic,content_5,keyword_19,Company L,Software,Germany,Contacted
L10599,b84c2dda15cdbf3e1a594060a9e81f4a78a8e6753383a0f94e33a97973b8b456,2024-09-13 09:00:00,Retargeting Campaign;1003;Retargeting;2007,linkedin,social,content_1,keyword_9,Company D,Software,France,Not Interested
L10600,8e8be5323e25323db30fddb00648bee020f30e157fba56161542d159716404ec,2024-10-12 03:00:00,Product Launch 2024,google,email,content_9,,Company T,Finance,Germany,New
L10601,a0e7d0790a99cbf539900d8d77c116c76f6179396de7630968e28ca524b4749e,2024-09-10 04:00:00,RETARGETING CAMPAIGN,linkedin,referral,,keyword_2,Company T,Healthcare,France,Nurture
L10602,f86971691ea435a640f0062c8c21f85a935ebe8aa40e0ce14d1b5153667d5096,2024-09-19 04:00:00,Brand Awareness Q4,linkedin,organic,,,Company G,Education,Germany,Not Interested
L10603,58f2801f198b25234eb0e516a93da2b4a6b7770648582d0cd2b7752a300d3897,2024-10-21 21:00:00,Retargeting Campaign,organic,organic,content_6,,Company Q,Education,Switzerland,Not Interested
L10604,d02d37f8e5a1f599e7fae2a432adc90b73adf18dc375a94cce2c9de11e2bbef1,2024-10-01 08:00:00,Brand Awareness Q4,google,social,content_5,keyword_13,Company S,Manufacturing,Netherlands,Qualified
L10605,71e111a322da8eb1f6dd81a169cab1f97b9e9b486f7f7ca8b57b41c4eba5099c,2024-10-06 02:00:00,Brand Awareness Q4;1001;Interest Targeting;2001,organic,organic,content_9,,Company N,Finance,Switzerland,Not Interested
L10606,043e953ab46332fab78b0536c77bf4d8382b616b264e8042e0c25b74e94297be,2024-09-27 11:00:00,,direct,referral,content_2,keyword_3,Company J,Healthcare,Austria,Nurture
L10607,68cd763a41da72493189f57e435b28845422b42c3809f0b1ee2487e9fb7fffc2,2024-10-12 02:00:00,RETARGETING CAMPAIGN,facebook,organic,content_4,,Company I,Retail,Netherlands,Contacted
L10608,9b2cb07e7528d2ed2ca20e95b86d85aba10800274ecd864e79c4f2451980c2b2,2024-10-16 19:00:00,,,organic,,keyword_10,Company J,Retail,Switzerland,Not Interested
L10609,58642697d6398814427f577dcb50bb645202164ed5bb52b409d99a94fa3428d5,2024-10-23 18:00:00,brand awareness q4,organic,,,,Company H,Manufacturing,France,Not Interested
L10610,e7ce6755ba869d2af48f87636ac6492ba72bf69ced0c581a805149e0354cc093,2024-09-15 16:00:00,Google Search Prospecting,direct,cpc,content_4,keyword_14,Company G,Finance,Switzerland,Nurture
L10611,d67809eb9bc44d5f8eafd0b4bfc9cbdbd6ed54832dcd6f63ba38155c22ce0920,2024-09-02 11:00:00,Lead Generation | DE | Form;1002;Lookalike Audience;2004,facebook,email,content_7,keyword_13,Company R,Retail,Netherlands,Nurture
L10612,9fbd23aef81fdd58654fe3c677dafc2fa9f1144dd10c6208ffd7a9882245b17d,2024-09-02 18:00:00,RETARGETING CAMPAIGN,linkedin,organic,,,Company M,Finance,France,Not Interested
L10613,2725cf33dc08d4c42d6bc323166e49717496199da2f3a725d2370357fd63ba20,2024-09-05 17:00:00,Google Search Prospecting,organic,,content_5,keyword_4,Company R,Manufacturing,Germany,Nurture
L10614,e4fd56e4981927eb8fa45576040b5bbfcccced13c63d27e7f409cee52c6333c5,2024-10-02 00:00:00,Brand Awareness Q4;1001;Interest Targeting;2001,,social,content_9,keyword_2,Company L,Healthcare,Germany,Contacted
L10615,68d13197b6edadba7f630349603fe57f02591542b9fbb30661422d238f9ed7e7,2024-09-21 13:00:00,Lead Generation | DE | Form,direct,cpc,content_4,keyword_7,Company J,Finance,Switzerland,Contacted
L10616,25fe45cdf761061d8a44a1b406ef2f9fe7ec11ffce5c73bdedb3c95613c4f16b,2024-10-09 18:00:00,,organic,referral,content_1,,Company O,Software,Switzerland,Nurture
L10617,fd6742d5491d118026076bebe923a67300d1d4af515bcec68fe574ac58c50087,2024-10-22 07:00:00,Google Search Prospecting,organic,cpc,content_8,keyword_10,Company M,Healthcare,France,Not Interested
L10618,8ac1635ff19310ae0afcae93f909fa5cb2728600d3c1e4ce4c0158a8f3f94620,2024-09-16 05:00:00,,direct,social,content_2,keyword_2,Company H,Manufacturing,Netherlands,Nurture
L10619,f35db654adeeb939f92befb33f46bd5d71cb6d486aa83796c7c908c1bcf73dd8,2024-09-19 21:00:00,,google,,content_9,keyword_12,Company C,Software,Austria,Qualified
L10620,59443491e7b32c344ae862a0bbd8def4328d708cf5fc8c486ce6b06c4615df1c,2024-09-27 14:00:00,Lead Generation | DE | Form;1002;Lookalike Audience;2004,direct,referral,content_7,,Company M,Software,Germany,Qualified
L10621,eed84816a10f3aed87d294a5399f9fb702f2046ca217e5ca6082338252a328d3,2024-09-08 22:00:00,,direct,cpc,content_4,,Company O,Manufacturing,Switzerland,Qualified
L10622,3328a7745fb8abeb6a8dafb2ddfedc0dbf7a49203aedef0e0ecd85b8a5af2afc,2024-10-24 05:00:00,Brand Awareness Q4;1001;Interest Targeting;2001,google,organic,,keyword_1,Company I,Manufacturing,Switzerland,Qualified
L10623,b9cf94130ae178ba4fd5f8048e9eb15c031042f0276a391426d39a334ee22537,2024-09-12 06:00:00,;1003;Ad Group;2001,direct,organic,content_2,keyword_10,Company O,Software,Austria,New
L10624,eeacc126d0543e2231f907414ba50f4c408233909340612617f026307436d156,2024-09-04 12:00:00,RETARGETING CAMPAIGN,google,cpc,content_1,keyword_7,Company C,Manufacturing,Germany,Contacted
L10625,d95187db729ad49549f68b261c7de93176f94bb135a8f2bdecc48ab99746ba78,2024-10-17 05:00:00,Demo Requests Campaign;1005;Interest Targeting;2013,linkedin,social,content_9,keyword_14,Company D,Manufacturing,France,New
L10626,153b9c26ecb7ea5b9d75cc75228f00f2384e11b5398fd6ab002acd9bf7ca8bf9,2024-09-23 10:00:00,Product Launch 2024;1004;Cold Traffic;2010,facebook,referral,content_5,,Company L,Software,Germany,Contacted
L10627,b3d3569c82c6690fa7027b0594a57272f1ef497ecfef92cd36fd535e25a9f781,2024-09-27 09:00:00, Lead Generation | DE | Form ,,organic,,,Company S,Manufacturing,Netherlands,New
L10628,ff0d6fe6b50a876f4c6a4226ee73d333265eb5c4e2ffbaac5b2e3eaa7b10de34,2024-10-09 10:00:00,,google,email,,,Company C,Retail,Germany,Nurture
L10629,cffe6a25bb9eb7eb63825417326a000e6773a246947359c5b6cdb32c974c4a7e,2024-10-29 18:00:00,Product Launch 2024,facebook,organic,,keyword_8,Company N,Manufacturing,Austria,New
L10630,ecccdd7b4b48c244be0f1bd684b5ab57cd9e9e1efe3870b2697daf4e4295f89d,2024-09-04 04:00:00,Demo Requests Campaign,direct,cpc,content_10,,Company O,Education,Netherlands,Contacted
L10631,7c3077e23d457dc2af466ef9f1808ed45e8dab6c5f62d42cbec428928cc49e44,2024-09-18 10:00:00,Brand Awareness Q4,direct,email,,keyword_11,Company K,Manufacturing,France,Nurture
L10632,f331805ea83e517c768dddabaa606afdc5e90af2b6899172798d502756be4ab4,2024-09-04 21:00:00,,google,referral,content_3,keyword_1,Company C,Finance,Germany,Contacted
L10633,e8785189171e995aefbcfcbd81eb1ebe49a50b66976c83f7bdfcd217d54f3038,2024-09-04 20:00:00,,,social,content_4,keyword_3,Company N,Education,Switzerland,Qualified
L10634,162f2ab0ecf1bca84cf1bad43af921358025e6f5255997c7ad2aede2b2ba73de,2024-09-11 23:00:00,Product Launch 2024;1004;Cold Traffic;2010,google,organic,content_4,keyword_16,Company C,Retail,Switzerland,Not Interested
L10635,cd159f2ffcfff4323229956db5817b95561cb918bbbcc3d76d85a395a18e0906,2024-09-11 15:00:00,Google Brand Campaign,direct,referral,content_2,,Company J,Healthcare,Austria,Contacted
L10636,766d5a285aae71c1e811a8a72ca95774eb71d88a5cffb7d9386449a4993c1b3f,2024-10-06 23:00:00,Product Launch 2024;1004;Cold Traffic;2010,direct,organic,content_2,keyword_16,Company G,Manufacturing,France,New
L10637,751c48a0fe318b999309f8ae3fb7b07fea9ac88ed31bac6e2565debd9eec563a,2024-09-01 16:00:00,Test Campaign;1002;,direct,,,keyword_16,Company J,Education,Austria,New
L10638,063744bcc35b87eaa866690d8f041571e8eb15352e6855df66d9a41e91a50682,2024-09-27 01:00:00,,organic,referral,,,Company L,Healthcare,Switzerland,Qualified
L10639,2a1cb26da057c9d78d8af3df662fe1e473631d89d81b9d42f0ce045865d7e3e1,2024-10-15 01:00:00,Google Brand Campaign,google,email,content_1,,Company E,Retail,Austria,Not Interested
L10640,2b03aa61531ee25f681bd769c33b28f24c2a600a655b0b6ab8e4430803098db2,2024-10-14 04:00:00,24-09 | NL | Conversion | Image | RET | 112233445566778899,google,cpc,content_7,keyword_19,Company C,Healthcare,France,Not Interested
L10641,abaffed10425db6744d205a47236cc866c94ab386ee02cf167d559df67d3a3fe,2024-09-11 13:00:00,24-10 | FR | Awareness | Video | BRD | 098765432109876543,organic,referral,content_7,,Company C,Software,Austria,Qualified
L10642,35d4caaf4c8896b84e0f6ffe47ff830997930de5f6aa308a0d0775fd50ad2c27,2024-10-23 04:00:00,24-09 | DE | Leads | Form | ALC+ | 120220805451400171,,email,content_3,,Company A,Software,Germany,Not Interested
L10643,a54bdd10a7491d1fe9b2f664f22e7f3525690a75669d006f248b4a652ea90199,2024-10-04 13:00:00,Google Brand Campaign,linkedin,social,content_3,,Company D,Finance,Austria,Contacted
L10644,e524e9094df91e9b2ce486b838c6cf41b091cf4eb63371ee3de3c5a73332310c,2024-09-12 06:00:00,Lead Generation | DE | Form;1002;Lookalike Audience;2004,google,referral,content_10,keyword_6,Company C,Retail,Germany,Not Interested
L10645,f12036c3bf08350f54cf789e6389f21c20a486f695bea6f49a9b6ce31c5a58de,2024-09-08 08:00:00,Brand Awareness Q4;1001;Interest Targeting;2001,direct,cpc,content_5,,Company A,Education,Austria,New
L10646,4b1941329a5341d9f38c54ddc27c5b0d8ecef7c2a1527e7183bccc071dd7fd67,2024-09-07 06:00:00,Brand Awareness Q4,organic,,,,Company P,Retail,Austria,Not Interested
L10647,082de87323f49c81cbb9dab07e9ab5debfdf9025c129533c64b7f0b515dbbe6a,2024-09-22 11:00:00,Content Downloads,,email,content_7,,Company L,Retail,Germany,New
L10648,2185b7afef4a3bbe9bc2cd196b513ddf6b7d7d374e4110c2e32aafd647fb158c,2024-09-30 22:00:00,Retargeting Campaign,facebook,email,,,Company H,Retail,Switzerland,Nurture
L10649,c925d07cd3ac223ab1945cadabb98b9f812e2aa7533c1b69cafb11676144dcc0,2024-10-14 21:00:00,,google,email,content_6,,Company K,Education,Switzerland,Contacted
L10650,c5c1782bdea7cbe417282e3826b891ee066ee0330d8918f6c68518af7aca1fe6,2024-10-09 15:00:00,Lead Generation | DE | Form,direct,,,,Company M,Retail,Austria,Contacted
L10651,f0131fb2b930bb2f6aa4f47ced76a876ea941d47ee3f9003cc46e4983e9075f4,2024-10-16 04:00:00,,organic,referral,,keyword_18,Company O,Manufacturing,Switzerland,New
L10652,c92d8383f5dac9e2da11d7018a22b17f3421da453089fa1362525e35bbdd47d8,2024-10-01 21:00:00,Product Launch 2024,facebook,cpc,content_6,,Company I,Manufacturing,Netherlands,Not Interested
L10653,19ff1c6c10f6ac44d3a7e53927dcd4423f2f6d2f7e7795fca2eeefa4046fce10,2024-10-28 21:00:00,Lead Generation | DE | Form;1002;Lookalike Audience;2004,,referral,content_6,,Company S,Healthcare,Germany,Qualified
L10654,0b9b90cdc56536d98883585bfdff9a6221e2ac2fc34b4a15494dc6a62f7e21d6,2024-09-25 22:00:00,;1003;Ad Group;2001,organic,,content_4,keyword_4,Company J,Software,Germany,New
L10655,556195ab6751a494e746dd79b93d4a4ceda795f055fb09f5ef29dc4adfd49967,2024-09-22 23:00:00,Product Launch 2024,facebook,social,,,Company S,Education,Germany,Qualified
L10656,e433c5b90108a8f5728411f4d560243436e2dfd9492434ce2512237591f061bb,2024-09-04 18:00:00,Google Brand Campaign,,email,,,Company E,Healthcare,Austria,Nurture
L10657,d7446e266ea042dc2f4038e6d997e90f6235c2aedb46cd583052e184f9d45674,2024-09-15 03:00:00,Google Search Prospecting,linkedin,referral,content_3,,Company E,Education,Germany,Nurture
L10658,0f2d7bfc929afddb0a07022ce8e08b3748feedd8c6a6c8fb7586e85d6c83f19f,2024-09-21 09:00:00,Lead Generation | DE | Form,organic,social,content_7,keyword_11,Company E,Education,France,Contacted
L10659,cd96cebb26c58f0c7d368570bd963c1063f7cfee09ccfd53accd1074efffb8d6,2024-10-15 23:00:00,Lead Generation | DE | Form;1002;Lookalike Audience;2004,direct,social,,,Company K,Finance,Switzerland,Qualified
L10660,79d97bf9d0ab6a45c99b84368e238d7a0a72d38c81386b1988aba976a5b3ec3a,2024-10-19 12:00:00,Demo Requests Campaign,google,organic,content_3,keyword_19,Company B,Education,Netherlands,Not Interested
L10661,09ab98cc32190b63ac4025d70e501917e3954e2e7d17b3383091d3e7a99bd152,2024-10-12 05:00:00,Google Search Prospecting,linkedin,social,content_4,,Company A,Retail,Austria,New
L10662,652b39eaca8508ce65079d873ddd231b5bd9485f3b567d1b9dde20808b9d0c2f,2024-10-14 04:00:00,Google Brand Campaign,google,,content_8,keyword_2,Company D,Healthcare,Netherlands,Nurture
L10663,f218b036d27e6ae3cf1d96d838a04d07955553ca88fc387121441c47b9308e75,2024-09-28 04:00:00,Google Brand Campaign,facebook,referral,content_10,,Company M,Education,Germany,Not Interested
L10664,bb19d9d8df7f1b5047787e5efab5c165ba802ca62038fdce18a75430dddcd582,2024-10-26 20:00:00,Google Search Prospecting,facebook,cpc,content_9,keyword_19,Company S,Healthcare,Switzerland,Qualified
L10665,e4237261820a96938f8eb0ca18d37ea2ed42a5e4143f16ec80584c9c9198b127,2024-10-15 23:00:00,Demo Requests Campaign;1005;Interest Targeting;2013,direct,,,keyword_5,Company D,Retail,Germany,Nurture
L10666,7cb94bf590ac5ba6f45e690a286af795ccebdd9b94c715335078f98414435009,2024-09-12 12:00:00,,organic,organic,content_9,,Company R,Education,Germany,Contacted
L10667,0c32e2e704dc0642418b3c2a1d6596e5209e03ca329d14799b938bc70505b5b5,2024-10-13 03:00:00,Demo Requests Campaign;1005;Interest Targeting;2013,facebook,email,content_3,,Company F,Software,Austria,Qualified
L10668,894a0718944ea6d939bc3d95133f9a58b884c6b675d6d232eca30dd3c8476cd0,2024-10-25 01:00:00,Brand Awareness Q4;1001;Interest Targeting;2001,linkedin,,content_1,keyword_2,Company Q,Retail,Austria,Not Interested
L10669,7494570b2d0de2ca05a6caa5dc37f8cb9866edebc6e178a226838b82c203d025,2024-09-09 18:00:00,Content Downloads,linkedin,organic,content_2,,Company B,Manufacturing,Germany,Contacted
L10670,8482570c612213ac908c0669b049b5ecceeb77626bdde817e99c3819fcca8b1f,2024-09-10 09:00:00,,google,social,content_5,keyword_20,Company N,Software,Austria,Qualified
